"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"SP","35","3548807","São Caetano do Sul","158.024","8.211.969","13.106.958.707","Demais serviços","75","69"
"SP","35","3548906","São Carlos","241.389","4.256.873","10.475.654.558","Demais serviços","465","84"
"SP","35","3549003","São Francisco","2.857","1.683.696","47.985.349","Administração, defesa, educação e saúde públicas e seguridade social","2468","4600"
"SP","35","3549102","São João da Boa Vista","89.027","3.244.924","2.923.319.383","Demais serviços","880","286"
"SP","35","3549201","São João das Duas Pontes","2.612","1.615.983","42.031.724","Administração, defesa, educação e saúde públicas e seguridade social","2571","4779"
"SP","35","3549250","São João de Iracema","1.885","1.831.112","3.486.437","Administração, defesa, educação e saúde públicas e seguridade social","2277","5521"
"SP","35","3549300","São João do Pau d'Alho","2.141","2.585.796","55.129.181","Agricultura, inclusive apoio à agricultura e a pós colheita","1380","4388"
"SP","35","3549409","São Joaquim da Barra","50.110","3.011.829","1.533.653.248","Demais serviços","1037","505"
"SP","35","3549508","São José da Bela Vista","8.823","181.239","161.030.835","Agricultura, inclusive apoio à agricultura e a pós colheita","5241","2717"
"SP","35","3549607","São José do Barreiro","4.185","1.122.665","46.938.616","Administração, defesa, educação e saúde públicas e seguridade social","3327","4638"
"SP","35","3549706","São José do Rio Pardo","54.388","3.155.736","1.727.260.586","Demais serviços","950","443"
"SP","35","3549805","São José do Rio Preto","442.548","3.659.983","16.493.968.035","Demais serviços","678","51"
"SP","35","3549904","São José dos Campos","688.597","5.663.869","39.829.403.908","Indústrias de transformação","198","18"
"SP","35","3549953","São Lourenço da Serra","15.177","1.336.902","206.751.967","Demais serviços","3001","2306"
"SP","35","3550001","São Luís do Paraitinga","10.731","1.609.576","172.868.458","Demais serviços","2578","2604"
"SP","35","3550100","São Manuel","40.367","271.482","1.104.714.531","Demais serviços","5123","644"
"SP","35","3550209","São Miguel Arcanjo","32.769","205.519","676.362.895","Agricultura, inclusive apoio à agricultura e a pós colheita","5206","966"
"SP","35","3550308","São Paulo","11.967.825","5.775.939","699.288.352.212","Demais serviços","183","1"
"SP","35","3550407","São Pedro","34.284","212.459","741.439.386","Demais serviços","5193","898"
"SP","35","3550506","São Pedro do Turvo","7.567","2.658.716","202.700.535","Agricultura, inclusive apoio à agricultura e a pós colheita","1314","2334"
"SP","35","3550605","São Roque","86.515","3.079.777","2.724.770.748","Demais serviços","994","305"
"SP","35","3550704","São Sebastião","83.020","316.957","2.711.186.529","Demais serviços","5095","307"
"SP","35","3550803","São Sebastião da Grama","12.355","265.291","32.675.897","Demais serviços","5131","5023"
"SP","35","3550902","São Simão","15.104","3.058.833","465.707.269","Demais serviços","1006","1282"
"SP","35","3551009","São Vicente","355.542","1.444.116","5.204.306.338","Demais serviços","2826","177"
"SP","35","3551108","Sarapuí","9.836","1.497.654","15.027.464","Demais serviços","2745","5297"
"SP","35","3551207","Sarutaiá","3.694","1.759.852","64.780.155","Agricultura, inclusive apoio à agricultura e a pós colheita","2362","4162"
"SP","35","3551306","Sebastianópolis do Sul","3.334","9.132.246","31.150.091","Indústrias de transformação","60","5069"
"SP","35","3551405","Serra Azul","13.216","1.195.552","165.105.728","Administração, defesa, educação e saúde públicas e seguridade social","3198","2681"
"SP","35","3551603","Serra Negra","28.321","2.508.039","720.860.685","Demais serviços","1459","918"
"SP","35","3551504","Serrana","42.784","2.149.154","941.114.546","Demais serviços","1864","733"
"SP","35","3551702","Sertãozinho","120.152","4.372.851","536.299.578","Demais serviços","433","1146"
"SP","35","3551801","Sete Barras","13.144","3.158.395","412.265.265","Agricultura, inclusive apoio à agricultura e a pós colheita","948","1405"
"SP","35","3551900","Severínia","16.806","1.366.733","233.916.309","Demais serviços","2940","2110"
"SP","35","3552007","Silveiras","6.158","1.081.568","67.360.077","Administração, defesa, educação e saúde públicas e seguridade social","3430","4110"
"SP","35","3552106","Socorro","39.565","2.046.078","822.932.515","Demais serviços","1996","834"
"SP","35","3552205","Sorocaba","644.919","4.827.134","31.852.858.426","Demais serviços","324","22"
"SP","35","3552304","Sud Mennucci","7.712","2.318.411","179.282.725","Demais serviços","1665","2552"
"SP","35","3552403","Sumaré","265.955","5.034.514","1.374.457.616","Demais serviços","289","549"
"SP","35","3552551","Suzanápolis","3.742","6.794.053","260.619.889","Indústrias de transformação","116","1960"
"SP","35","3552502","Suzano","285.280","3.700.904","10.761.082.009","Indústrias de transformação","656","83"
"SP","35","3552601","Tabapuã","12.103","197.496","241.952.304","Demais serviços","5215","2066"
"SP","35","3552700","Tabatinga","15.881","1.721.796","278.225.086","Demais serviços","2410","1865"
"SP","35","3552809","Taboão da Serra","272.177","3.162.665","8.843.886.421","Demais serviços","944","104"
"SP","35","3552908","Taciba","6.110","2.455.573","152.073.605","Agricultura, inclusive apoio à agricultura e a pós colheita","1517","2810"
"SP","35","3553005","Taguaí","12.586","1.721.827","225.748.786","Demais serviços","2409","2163"
"SP","35","3553104","Taiaçu","6.205","1.480.085","92.579.309","Demais serviços","2775","3613"
"SP","35","3553203","Taiúva","5.605","2.071.621","116.072.915","Demais serviços","1970","3257"
"SP","35","3553302","Tambaú","23.214","2.297.412","534.538.762","Demais serviços","1690","1154"
"SP","35","3553401","Tanabi","25.467","3.648.391","938.475.597","Demais serviços","681","735"
"SP","35","3553500","Tapiraí","8.047","1.827.243","145.686.061","Agricultura, inclusive apoio à agricultura e a pós colheita","2284","2884"
